,Unnamed: 0,Subdistcode,Subdistrict,Districtcode,Population,Males,Females,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Age not stated
0,0,2755,Paikamal,370,100438,49972,50466,7841,7848,9628,10192,9361,8492,7589,7557,6790,5862,4761,3867,3827,2682,2099,919,991,121
1,1,2756,Jharbandha,370,113288,55965,57323,8845,8852,10860,11496,10559,9578,8560,8524,7659,6612,5370,4362,4316,3026,2368,1037,1118,137
2,2,2757,Padmapur,370,88793,44649,44144,6932,6938,8512,9010,8275,7507,6709,6681,6003,5182,4209,3418,3383,2371,1855,813,876,107
3,3,2758,BurdenP.S.,370,36343,17965,18378,2837,2840,3484,3688,3387,3072,2746,2734,2457,2121,1722,1399,1384,970,759,332,358,44
4,4,2759,Gaisilet,370,84623,42348,42275,6606,6612,8112,8587,7887,7154,6394,6367,5721,4939,4011,3258,3224,2260,1768,774,835,102
5,5,2760,Melchhamunda,370,76751,38524,38227,5992,5997,7358,7788,7153,6489,5799,5775,5188,4479,3638,2955,2924,2050,1604,702,757,93
6,6,2761,Sohela,370,114261,57912,56349,8921,8928,10954,11595,10649,9660,8634,8598,7724,6669,5417,4399,4353,3052,2388,1046,1128,138
7,7,2762,Bijepur,370,117329,59135,58194,9160,9168,11248,11906,10935,9920,8866,8828,7932,6848,5562,4517,4470,3134,2452,1074,1158,142
8,8,2763,Barapali,370,140163,71676,68487,10943,10953,13437,14223,13063,11850,10591,10547,9476,8181,6645,5396,5340,3744,2929,1283,1384,169
9,9,2764,Bheden,370,139212,71097,68115,10869,10878,13346,14127,12975,11770,10520,10475,9411,8125,6599,5360,5304,3718,2909,1274,1374,168
10,10,2765,Bargarh,370,179348,92307,87041,14002,14015,17194,18200,16716,15164,13553,13495,12125,10468,8502,6905,6833,4790,3748,1642,1771,217
11,11,2766,Bargarh Sadar ,370,85657,43815,41842,6687,6693,8211,8692,7983,7242,6472,6445,5791,4999,4060,3298,3263,2288,1790,784,845,103
12,12,2767,Bhatli,370,98695,49733,48962,7705,7712,9461,10015,9198,8344,7458,7426,6672,5760,4679,3800,3760,2636,2062,903,974,119
13,13,2768,Ambabhona,370,71807,36165,35642,5606,5611,6884,7287,6692,6071,5426,5403,4854,4191,3404,2764,2736,1918,1500,657,709,87
14,14,2769,Attabira,370,171880,87357,84523,13419,13431,16478,17442,16020,14532,12988,12933,11620,10032,8148,6618,6549,4591,3592,1573,1697,208
15,15,2770,Rengali,371,67185,34031,33154,5273,5543,6475,6748,6862,6213,5237,5013,4390,3846,3001,2369,2209,1511,1131,563,638,152
16,16,2771,Lakhanpur,371,38240,19186,19054,3001,3155,3685,3840,3906,3536,2980,2853,2499,2189,1708,1348,1257,860,643,320,363,86
17,17,2772,Belpahar,371,47634,24688,22946,3739,3930,4591,4784,4865,4405,3713,3554,3113,2727,2128,1680,1566,1071,802,399,452,108
18,18,2773,Banaharapali,371,49201,25320,23881,3862,4059,4742,4941,5025,4549,3835,3671,3215,2817,2198,1735,1618,1107,828,412,467,111
19,19,2774,Orient,371,90165,46927,43238,7077,7440,8690,9056,9210,8338,7028,6728,5892,5162,4028,3180,2965,2028,1518,756,856,204
20,20,2775,Brajarajnagar,371,29588,15070,14518,2322,2441,2851,2971,3022,2736,2306,2208,1933,1694,1321,1043,973,665,498,248,281,67
21,21,2776,Jharsuguda,371,137212,71092,66120,10770,11322,13225,13781,14015,12688,10696,10240,8967,7856,6130,4839,4512,3087,2310,1150,1303,311
22,22,2777,Badmal ,371,30797,16408,14389,2417,2541,2968,3093,3145,2848,2400,2298,2012,1763,1375,1086,1012,692,518,258,292,69
23,23,2778,Laikera,371,110779,55400,55379,8695,9141,10677,11126,11315,10244,8635,8267,7240,6342,4949,3907,3643,2492,1865,928,1052,251
24,24,2779,Kolabira,371,46627,23340,23287,3660,3847,4494,4683,4762,4311,3634,3479,3047,2669,2083,1644,1533,1049,785,390,443,105
25,25,2780,Govindpur,372,65536,32597,32939,5176,5567,6357,6461,6294,5752,4946,4857,4380,3856,3073,2460,2355,1538,1186,545,595,132
26,26,2781,Mahulpalli,372,84919,42130,42789,6707,7214,8237,8372,8156,7454,6408,6293,5675,4996,3981,3188,3052,1993,1536,707,771,171
27,27,2782,Kochinda,372,90499,45221,45278,7148,7688,8779,8922,8692,7943,6830,6707,6048,5324,4243,3397,3252,2124,1637,753,821,182
28,28,2783,Katarbaga,372,33106,16595,16511,2614,2812,3211,3264,3179,2906,2498,2453,2212,1947,1552,1242,1189,777,599,275,300,66
29,29,2784,Thelkoloi  ,372,29825,15279,14546,2355,2533,2893,2940,2864,2618,2250,2210,1993,1754,1398,1119,1071,700,539,248,270,60
30,30,2785,Rengali ,372,29763,15273,14490,2350,2528,2887,2934,2858,2612,2246,2205,1989,1751,1395,1117,1069,698,538,247,270,59
31,31,2786,Sasan,372,70688,35902,34786,5583,6005,6857,6969,6789,6204,5334,5239,4724,4159,3314,2653,2540,1659,1279,588,641,142
32,32,2787,Hirakud,372,41984,21682,20302,3316,3566,4072,4139,4032,3685,3168,3111,2806,2470,1968,1576,1508,985,759,349,381,84
33,33,2788,Burla,372,95093,48315,46778,7511,8078,9224,9375,9133,8347,7176,7047,6355,5595,4458,3570,3417,2232,1721,791,863,191
34,34,2789,Dhanupali,372,8562,4428,4134,676,727,830,844,822,751,646,634,572,503,401,321,307,200,154,71,77,17
35,35,2790,Ainthapali,372,13993,7001,6992,1105,1188,1357,1379,1343,1228,1056,1037,935,823,656,525,502,328,253,116,127,28
36,36,2791,Sadar,372,51706,26237,25469,4084,4392,5015,5097,4966,4538,3902,3832,3455,3042,2424,1941,1858,1213,935,430,469,104
37,37,2792,Jamankira,372,65657,32721,32936,5186,5577,6369,6473,6306,5763,4955,4866,4388,3863,3078,2464,2359,1541,1188,546,596,132
38,38,2793,Kisinda,372,22672,11372,11300,1790,1926,2199,2235,2177,1990,1711,1680,1515,1334,1063,851,814,532,410,188,205,45
39,39,2794,Jujomura,372,63464,32072,31392,5012,5391,6156,6257,6095,5570,4789,4703,4241,3734,2975,2382,2280,1489,1148,528,576,127
40,40,2795,Dhama,372,49400,25101,24299,3902,4196,4792,4870,4744,4336,3728,3661,3301,2906,2316,1854,1775,1159,894,411,448,99
41,41,2796,Charamal,372,32719,16485,16234,2584,2779,3173,3225,3142,2872,2469,2424,2186,1925,1534,1228,1175,768,592,272,297,65
42,42,2797,Rairakhol,372,61504,31099,30405,4858,5224,5966,6063,5907,5398,4641,4558,4110,3618,2883,2309,2210,1443,1113,512,558,123
43,43,2798,Naktideul,372,32745,16345,16400,2586,2781,3176,3228,3145,2874,2471,2426,2188,1926,1535,1229,1176,768,592,272,297,65
44,44,2799,Sambalpur (M),372,209843,107999,101844,16575,17826,20356,20689,20154,18419,15837,15552,14024,12347,9839,7878,7541,4926,3797,1747,1905,422
45,45,2800,Debagarh,373,121504,61489,60015,10759,11639,13349,11579,10805,10316,8967,8668,7584,6577,5318,4475,4442,2737,2140,886,989,264
46,46,2801,Barkot,373,82072,41623,40449,7267,7862,9017,7821,7298,6968,6057,5854,5123,4443,3592,3023,3000,1849,1445,598,668,178
47,47,2802,Kundheigola,373,59024,30314,28710,5226,5654,6485,5624,5249,5011,4356,4210,3684,3195,2583,2174,2157,1329,1039,430,480,128
48,48,2803,Reamal,373,89302,44745,44557,7907,8555,9811,8510,7941,7582,6591,6370,5574,4834,3909,3289,3264,2011,1573,651,727,194
49,49,2804,Hemgir,374,94991,47934,47057,8277,9305,9915,9216,8938,8295,7197,7114,6252,5446,4084,3196,2914,1925,1387,595,617,310
50,50,2805,Lephripara,374,79251,39740,39511,6905,7763,8272,7689,7457,6920,6005,5935,5216,4543,3407,2666,2431,1606,1157,496,515,259
51,51,2806,Bhasma,374,47296,23797,23499,4121,4633,4936,4588,4450,4130,3583,3542,3113,2711,2033,1591,1451,958,690,296,307,154
52,52,2807,Dharuadihi,374,39798,19870,19928,3467,3898,4154,3861,3744,3475,3015,2980,2619,2281,1711,1339,1221,806,581,249,258,130
53,53,2808,Sundargarh Town,374,55011,27807,27204,4793,5388,5742,5337,5176,4803,4168,4120,3620,3153,2365,1851,1687,1115,803,344,357,179
54,54,2809,Sundargarh ,374,83280,41355,41925,7256,8158,8692,8080,7836,7272,6310,6237,5481,4774,3581,2802,2555,1688,1216,521,541,272
55,55,2810,Kinjirkela,374,64540,31953,32587,5623,6322,6736,6262,6073,5635,4890,4833,4248,3700,2775,2171,1980,1308,942,404,419,211
56,56,2811,Talasara,374,90368,44580,45788,7874,8852,9432,8767,8503,7891,6847,6768,5948,5180,3886,3040,2772,1832,1319,566,587,295
57,57,2812,Baragaon,374,87559,43794,43765,7629,8577,9139,8495,8239,7646,6634,6558,5763,5019,3765,2946,2686,1775,1278,548,569,286
58,58,2813,Kutra,374,74662,37389,37273,6505,7313,7793,7244,7025,6519,5657,5592,4914,4280,3210,2512,2290,1513,1090,467,485,244
59,59,2814,Rajagangapur,374,186628,94007,92621,16262,18281,19480,18107,17561,16297,14141,13978,12284,10699,8025,6280,5725,3783,2725,1169,1213,610
60,60,2815,Raiboga,374,48838,24330,24508,4255,4784,5097,4738,4595,4264,3700,3657,3214,2799,2100,1643,1498,990,713,305,317,159
61,61,2816,Biramitrapur,374,108834,54659,54175,9483,10661,11360,10559,10241,9503,8246,8151,7163,6239,4680,3662,3339,2206,1589,681,707,355
62,62,2817,Hatibari,374,69572,34472,35100,6062,6815,7262,6750,6546,6075,5271,5210,4579,3988,2991,2341,2134,1410,1016,435,452,227
63,63,2818,Bisra,374,110602,55106,55496,9637,10834,11544,10731,10407,9658,8380,8283,7279,6341,4756,3721,3393,2242,1615,692,719,361
64,64,2819,Bondamunda,374,16175,8199,7976,1409,1584,1688,1569,1522,1412,1225,1211,1064,927,695,544,496,327,236,101,105,52
65,65,2820,Brahmani Tarang,374,64778,32281,32497,5644,6345,6761,6285,6095,5656,4908,4851,4263,3713,2785,2179,1987,1313,946,405,421,211
66,66,2821,Raghunathapali,374,29315,14873,14442,2554,2871,3059,2844,2758,2559,2221,2195,1929,1680,1260,986,899,594,428,183,190,95
67,67,2822,Tangarapali,374,6573,3364,3209,572,643,686,637,618,573,498,492,432,376,282,221,201,133,95,41,42,21
68,68,2823,Lathikata,374,27911,14408,13503,2432,2734,2913,2708,2626,2437,2114,2090,1837,1600,1200,939,856,565,407,174,181,91
69,69,2824,Chandiposh,374,24561,12248,12313,2140,2405,2563,2383,2311,2144,1861,1839,1616,1408,1056,826,753,497,358,153,159,80
70,70,2825,Kamarposh Balang,374,48141,24119,24022,4194,4715,5025,4670,4530,4203,3647,3605,3168,2760,2070,1619,1477,976,703,301,313,157
71,71,2826,Koida,374,45861,23378,22483,3996,4492,4787,4449,4315,4004,3475,3434,3018,2629,1972,1543,1407,929,669,287,298,149
72,72,2827,Lahunipara,374,87445,43522,43923,7619,8566,9127,8484,8228,7636,6626,6549,5755,5013,3760,2942,2682,1772,1277,547,568,285
73,73,2828,Gurundia,374,39606,19568,20038,3451,3879,4134,3842,3726,3458,3001,2966,2606,2270,1703,1332,1215,802,578,248,257,129
74,74,2829,Tikaetpali,374,26500,13093,13407,2309,2595,2766,2571,2493,2314,2008,1984,1744,1519,1139,891,813,537,387,166,172,86
75,75,2830,Banei,374,69429,34465,34964,6049,6801,7247,6736,6533,6062,5260,5200,4569,3980,2985,2336,2130,1407,1013,434,451,227
76,76,2831,Mahulapada,374,21559,10974,10585,1878,2111,2250,2091,2028,1882,1633,1614,1419,1236,927,725,661,437,314,135,140,70
77,77,2832,Raurkela (M),374,359525,189957,169568,31327,35218,37527,34882,33830,31395,27242,26928,23664,20612,15460,12097,11030,7288,5250,2252,2337,1175
78,78,2833,Raurkela (ITS)P.S.,374,243110,126826,116284,21183,23814,25376,23587,22876,21229,18421,18208,16001,13937,10454,8180,7458,4928,3550,1522,1580,794
79,79,2834,Barbil,375,94852,49533,45319,9471,10255,9841,8541,8485,8095,6954,6686,5999,5255,4091,3214,3087,1881,1381,599,629,378
80,80,2835,Bolani,375,22541,11619,10922,2250,2437,2338,2029,2016,1923,1652,1588,1425,1248,972,763,733,447,328,142,149,89
81,81,2836,Rugudi,375,18670,9929,8741,1864,2018,1937,1681,1670,1593,1368,1316,1180,1034,805,632,607,370,271,118,123,74
82,82,2837,Joda,375,81963,41827,40136,8184,8862,8504,7381,7332,6995,6009,5777,5184,4541,3535,2777,2667,1625,1194,518,543,326
83,83,2838,Bamebari ,375,63443,32441,31002,6335,6859,6582,5713,5675,5414,4651,4472,4013,3515,2736,2150,2064,1258,924,401,420,252
84,84,2839,Champua,375,109494,54970,54524,10933,11838,11360,9860,9795,9345,8028,7718,6926,6066,4722,3711,3563,2171,1595,692,726,436
85,85,2840,Jhumpura,375,52918,26548,26370,5284,5721,5490,4765,4734,4516,3880,3730,3347,2931,2282,1793,1722,1049,770,334,351,210
86,86,2841,Baria,375,83052,40947,42105,8293,8979,8617,7479,7430,7088,6089,5854,5253,4601,3582,2814,2703,1646,1209,525,551,331
87,87,2842,Turumunga,375,77340,38384,38956,7722,8362,8024,6964,6919,6600,5670,5451,4892,4285,3335,2621,2517,1533,1126,489,513,308
88,88,2843,Patana,375,118183,58306,59877,11801,12778,12262,10642,10572,10086,8665,8330,7475,6547,5097,4005,3846,2343,1721,747,784,471
89,89,2844,Kendujhar Sadar,375,177475,88254,89221,17722,19189,18414,15982,15877,15147,13012,12510,11226,9833,7655,6015,5776,3519,2585,1122,1177,707
90,90,2845,Kendujhar Town,375,111482,57419,54063,11132,12053,11567,10039,9973,9514,8174,7858,7051,6176,4808,3778,3628,2210,1624,705,739,444
91,91,2846,Nayakote,375,51925,25533,26392,5185,5614,5387,4676,4645,4431,3807,3660,3284,2876,2239,1759,1690,1029,756,328,344,207
92,92,2847,Kanjipani,375,24512,12115,12397,2447,2650,2543,2207,2192,2092,1797,1727,1550,1358,1057,830,797,486,357,155,162,97
93,93,2848,Telkoi,375,107917,53701,54216,10776,11668,11197,9718,9654,9210,7912,7607,6826,5979,4654,3657,3512,2140,1572,682,716,430
94,94,2849,Pandapara,375,71376,35659,35717,7127,7717,7405,6427,6385,6091,5233,5031,4514,3954,3078,2419,2323,1415,1039,451,473,284
95,95,2850,Ghatgaon,375,120756,60285,60471,12058,13056,12529,10874,10803,10306,8854,8512,7638,6690,5208,4092,3930,2394,1759,763,801,481
96,96,2851,Harichandanpur,375,90997,45597,45400,9086,9838,9441,8194,8140,7766,6672,6414,5756,5041,3924,3084,2961,1804,1325,575,603,362
97,97,2852,Daitari,375,31085,15724,15361,3104,3361,3225,2799,2780,2653,2279,2191,1966,1722,1340,1053,1011,616,452,196,206,123
98,98,2853,Ghasipura,375,127108,64062,63046,12692,13743,13188,11446,11371,10848,9319,8959,8040,7042,5482,4307,4137,2520,1851,803,843,506
99,99,2854,Anandapur,375,140049,70684,69365,13984,15142,14531,12612,12529,11952,10268,9872,8858,7759,6040,4746,4558,2777,2040,885,929,558
100,100,2855,Soso,375,72431,36376,36055,7232,7831,7515,6522,6479,6181,5310,5105,4581,4013,3124,2454,2357,1436,1055,458,480,288
101,101,2856,Nandipada,375,93062,47209,45853,9292,10062,9656,8380,8325,7942,6823,6560,5886,5156,4014,3154,3029,1845,1355,588,617,371
102,102,2857,Sainkul,375,88722,44894,43828,8859,9592,9205,7989,7937,7572,6505,6254,5612,4915,3826,3006,2887,1759,1292,561,588,353
103,103,2858,Tiring,376,113430,56238,57192,10689,12756,12890,10345,9552,9025,7735,7875,7224,6431,5078,3977,3822,2426,1763,777,795,261
104,104,2859,Bahalda,376,60069,29789,30280,5661,6755,6826,5478,5058,4779,4096,4170,3825,3405,2689,2106,2024,1284,933,411,421,138
105,105,2860,Jamda,376,55082,26519,28563,5191,6194,6259,5024,4638,4382,3756,3824,3508,3123,2466,1931,1856,1178,856,377,386,126
106,106,2861,Rairangpur Town,376,57324,28565,28759,5402,6446,6514,5228,4827,4561,3909,3980,3651,3250,2566,2009,1931,1226,891,393,401,131
107,107,2862,Gorumahisani,376,53775,26165,27610,5067,6047,6111,4904,4528,4278,3667,3733,3424,3048,2407,1885,1812,1150,835,368,376,123
108,108,2863,Jharpokharia,376,112615,56894,55721,10613,12664,12798,10271,9484,8960,7679,7819,7172,6385,5041,3948,3794,2408,1750,772,789,259
109,109,2864,Bisoi,376,83393,40658,42735,7859,9378,9477,7606,7023,6635,5686,5790,5311,4728,3733,2923,2810,1783,1296,571,584,191
110,110,2865,Rairangpur,376,92221,45504,46717,8691,10371,10480,8411,7766,7337,6288,6403,5873,5228,4128,3233,3107,1972,1433,632,646,212
111,111,2866,Badampahar,376,72098,35046,37052,6794,8108,8193,6576,6072,5736,4916,5006,4592,4087,3227,2527,2429,1542,1120,494,505,165
112,112,2867,Jashipur,376,136578,67286,69292,12871,15359,15521,12457,11502,10867,9313,9483,8698,7743,6114,4788,4602,2921,2122,936,957,314
113,113,2868,Raruan,376,88256,43716,44540,8317,9925,10029,8049,7432,7022,6018,6128,5621,5004,3951,3094,2974,1887,1371,605,618,203
114,114,2869,Ghagarbeda ,376,32613,16264,16349,3073,3667,3706,2974,2746,2594,2223,2264,2077,1849,1460,1143,1099,697,506,223,228,75
115,115,2870,Karanjia,376,129077,63921,65156,12164,14516,14669,11773,10870,10270,8802,8962,8221,7318,5778,4525,4349,2760,2006,885,904,297
116,116,2871,Thakurmunda,376,65327,31893,33434,6156,7346,7424,5958,5501,5198,4454,4535,4160,3703,2924,2290,2201,1397,1015,448,457,150
117,117,2872,Baripada Sadar,376,98280,49293,48987,9262,11052,11169,8964,8277,7820,6701,6824,6259,5572,4400,3445,3311,2102,1527,674,688,226
118,118,2873,Baripada Town,376,5811,2929,2882,547,653,660,530,489,462,396,403,370,329,260,203,195,124,90,39,40,13
119,119,2874,Koliana,376,93448,46556,46892,8806,10509,10619,8523,7870,7435,6372,6488,5951,5298,4183,3276,3149,1998,1452,640,655,215
120,120,2875,Bangiriposi,376,118379,59095,59284,11156,13313,13453,10797,9969,9419,8072,8219,7539,6711,5299,4150,3989,2532,1839,811,829,272
121,121,2876,Chandua,376,71534,36327,35207,6741,8044,8129,6524,6024,5691,4878,4966,4556,4055,3202,2508,2410,1530,1111,490,501,164
122,122,2877,Suliapada,376,97449,48793,48656,9183,10959,11074,8888,8207,7753,6645,6766,6206,5525,4362,3416,3283,2084,1514,668,683,224
123,123,2878,Muruda,376,87272,43356,43916,8224,9814,9918,7960,7349,6944,5951,6059,5558,4948,3907,3059,2940,1866,1356,598,611,200
124,124,2879,Rasagobindapur,376,108926,55078,53848,10265,12249,12378,9935,9173,8667,7427,7563,6937,6176,4876,3819,3670,2329,1693,747,763,250
125,125,2880,Baisinga,376,137714,69222,68492,12978,15487,15650,12560,11598,10957,9390,9562,8771,7808,6165,4828,4640,2945,2140,944,965,316
126,126,2881,Betanati,376,101185,50961,50224,9535,11379,11499,9229,8521,8051,6900,7025,6444,5737,4530,3547,3409,2164,1572,693,709,232
127,127,2882,Barsahi,376,149612,75361,74251,14099,16825,17002,13646,12600,11904,10202,10388,9528,8482,6698,5245,5041,3200,2325,1026,1048,344
128,128,2883,Khunta,376,139497,68971,70526,13146,15688,15853,12723,11748,11099,9512,9685,8884,7909,6245,4891,4700,2983,2168,956,977,320
129,129,2884,Udala,376,124249,61997,62252,11709,13973,14120,11332,10464,9886,8472,8627,7913,7044,5562,4356,4187,2657,1931,852,870,285
130,130,2885,Kaptipada,376,86246,43454,42792,8128,9699,9801,7866,7263,6862,5881,5988,5493,4890,3861,3023,2906,1844,1340,591,604,198
131,131,2886,Sharata,376,87309,43582,43727,8228,9818,9922,7963,7353,6947,5953,6062,5560,4950,3908,3061,2942,1867,1357,598,611,200
132,132,2887,Mahuldiha,376,52817,25908,26909,4977,5939,6002,4817,4448,4202,3601,3667,3363,2994,2364,1851,1779,1129,820,362,370,121
133,133,2888,Baripada (M),376,131860,68260,63600,12426,14829,14985,12026,11105,10492,8991,9155,8398,7476,5903,4623,4443,2820,2049,904,924,303
134,134,2889,Raibania ,377,91446,46227,45219,7781,8980,9593,8461,8270,8293,7049,6733,5735,5015,3954,3037,2896,2074,1647,853,929,138
135,135,2890,Jaleswar ,377,169512,87244,82268,14424,16647,17783,15684,15330,15374,13067,12482,10632,9296,7330,5629,5369,3844,3053,1582,1722,256
136,136,2891,Bhograi,377,214273,110687,103586,18232,21043,22478,19826,19378,19433,16517,15778,13440,11751,9266,7116,6787,4860,3860,2000,2177,324
137,137,2892,Kamarda,377,109276,56627,52649,9298,10731,11463,10111,9882,9910,8423,8046,6854,5992,4725,3629,3461,2478,1968,1020,1110,165
138,138,2893,Baliapal ,377,193135,98711,94424,16434,18967,20261,17870,17466,17516,14888,14221,12114,10591,8352,6414,6117,4380,3479,1802,1962,292
139,139,2894,Singla ,377,152476,78509,73967,12974,14974,15995,14108,13789,13828,11754,11227,9563,8362,6593,5064,4829,3458,2746,1423,1549,230
140,140,2895,Basta ,377,172632,88819,83813,14689,16953,18110,15973,15612,15657,13307,12711,10828,9467,7465,5733,5468,3915,3110,1611,1754,261
141,141,2896,Rupsa ,377,28624,14585,14039,2435,2811,3002,2648,2588,2596,2206,2107,1795,1569,1237,950,906,649,515,267,290,43
142,142,2897,Baleshwar Sadar,377,203515,104627,98888,17317,19986,21350,18830,18405,18458,15688,14985,12765,11161,8801,6759,6446,4616,3666,1899,2068,308
143,143,2898,Sahadevkhunta,377,11629,6024,5605,989,1142,1219,1076,1051,1054,896,856,729,637,502,386,368,263,209,108,118,17
144,144,2899,Chandipur ,377,46123,23586,22537,3924,4529,4838,4267,4171,4183,3555,3396,2893,2529,1994,1531,1460,1046,830,430,468,69
145,145,2900,Balaramgadi Marine ,377,5952,3033,2919,506,584,624,550,538,539,458,438,373,326,257,197,188,135,107,55,60,9
146,146,2901,Bampada ,377,12826,6646,6180,1091,1259,1345,1186,1159,1163,988,944,804,703,554,425,406,290,231,119,130,19
147,147,2902,Remuna ,377,104169,53025,51144,8863,10230,10928,9638,9420,9447,8030,7670,6533,5712,4504,3459,3299,2362,1876,972,1058,157
148,148,2903,Nilagiri ,377,150192,76167,74025,12780,14749,15756,13896,13582,13621,11578,11059,9420,8236,6495,4988,4757,3406,2705,1402,1526,227
149,149,2904,Berhampur ,377,65471,32745,32726,5571,6429,6868,6057,5920,5937,5047,4820,4106,3590,2831,2174,2073,1485,1179,611,665,99
150,150,2905,Oupada  ,377,45181,22438,22743,3844,4437,4739,4180,4086,4097,3482,3326,2833,2477,1953,1500,1431,1024,813,421,459,68
151,151,2906,Khaira  ,377,158838,78864,79974,13515,15598,16663,14696,14364,14405,12244,11696,9963,8711,6868,5275,5031,3602,2861,1482,1614,240
152,152,2907,Soro,377,353987,182184,171803,30121,34763,37135,32753,32013,32105,27288,26065,22203,19413,15308,11756,11212,8029,6377,3304,3597,536
153,153,2908,Similia ,377,183663,92973,90690,15628,18036,19267,16993,16609,16657,14158,13524,11520,10072,7942,6099,5817,4165,3308,1714,1866,278
154,154,2909,Baleshwar (M),377,164061,83774,80287,13960,16111,17211,15180,14837,14879,12647,12080,10290,8997,7094,5448,5196,3721,2955,1531,1667,248
155,155,2910,Agarpada ,378,66303,33467,32836,5630,6159,7150,6492,6181,5739,4896,4678,4123,3626,2953,2210,2022,1482,1366,687,741,156
156,156,2911,Bant ,378,72252,36531,35721,6135,6712,7792,7075,6735,6254,5336,5098,4494,3952,3219,2409,2204,1615,1488,749,807,170
157,157,2912,Bhandari Pokhari ,378,125722,63038,62684,10675,11680,13558,12311,11720,10883,9285,8871,7819,6877,5601,4191,3835,2811,2590,1304,1405,297
158,158,2913,Dhamanagar,378,135919,68433,67486,11541,12627,14658,13309,12671,11766,10038,9590,8454,7434,6055,4531,4146,3039,2800,1409,1519,321
159,159,2914,Bhadrak Rural ,378,404664,206438,198226,34361,37595,43641,39626,37726,35032,29886,28553,25169,22135,18028,13492,12346,9048,8338,4197,4523,956
160,160,2915,Basudebpur ,378,183876,91402,92474,15613,17083,19830,18006,17142,15918,13579,12974,11436,10058,8192,6131,5610,4111,3789,1907,2055,434
161,161,2916,Naikanidihi ,378,103932,52696,51236,8825,9655,11208,10177,9689,8997,7675,7333,6464,5685,4630,3465,3171,2324,2141,1078,1161,245
